Wall time,Step,Value
1699909180.2830982,1,0.3783000111579895
1699909186.8704867,2,0.3977999985218048
1699909193.4469063,3,0.4032000005245209
1699909199.5665467,4,0.4221999943256378
1699909206.3773384,5,0.4325999915599823
1699909213.3118,6,0.44369998574256897
1699909219.9380858,7,0.44920000433921814
1699909226.5174952,8,0.4512999951839447
1699909233.2944531,9,0.46219998598098755
1699909239.2934167,10,0.46380001306533813
1699909245.0161161,11,0.46970000863075256
1699909251.0689356,12,0.46560001373291016
1699909257.3561275,13,0.476500004529953
1699909263.990439,14,0.47269999980926514
1699909270.84711,15,0.48010000586509705
1699909277.2121618,16,0.4830999970436096
1699909283.8583932,17,0.48539999127388
1699909289.8340054,18,0.4855000078678131
1699909295.4848895,19,0.492900013923645
1699909301.398103,20,0.4927999973297119
1699909307.4279623,21,0.492900013923645
1699909313.9785326,22,0.4959999918937683
1699909319.7761025,23,0.5011000037193298
1699909325.422024,24,0.4984000027179718
1699909332.184351,25,0.5027999877929688
1699909338.7439363,26,0.49779999256134033
1699909345.6325216,27,0.5030999779701233
1699909352.4532957,28,0.5020999908447266
1699909359.8386736,29,0.5065000057220459
1699909366.3313627,30,0.5092999935150146
1699909372.8459759,31,0.5060999989509583
1699909378.6744998,32,0.5022000074386597
1699909384.646177,33,0.5099999904632568
1699909390.420369,34,0.5141000151634216
1699909396.0744052,35,0.5077000260353088
1699909402.2818103,36,0.5099999904632568
1699909408.5644455,37,0.5145000219345093
1699909414.3938606,38,0.5174000263214111
1699909420.3070521,39,0.5166000127792358
1699909426.0147943,40,0.5138999819755554
1699909431.7634656,41,0.5120999813079834
1699909437.4105105,42,0.512499988079071
1699909443.0584273,43,0.5133000016212463
1699909448.757054,44,0.5180000066757202
1699909454.3570902,45,0.5144000053405762
1699909460.09877,46,0.5174999833106995
1699909466.1595383,47,0.5248000025749207
1699909472.0148838,48,0.5220999717712402
1699909477.7036755,49,0.5142999887466431
1699909483.6677315,50,0.5210000276565552
