Wall time,Step,Value
1699910945.9887347,1,0.26910001039505005
1699910952.0166197,2,0.2712000012397766
1699910958.0893528,3,0.271699994802475
1699910964.2249496,4,0.2732999920845032
1699910970.3854809,5,0.27129998803138733
1699910976.4273286,6,0.27140000462532043
1699910982.6088023,7,0.27160000801086426
1699910988.6137493,8,0.27070000767707825
1699910994.7195063,9,0.27239999175071716
1699911000.8032424,10,0.2718000113964081
1699911006.8248153,11,0.27219998836517334
1699911013.299011,12,0.27129998803138733
1699911019.3797562,13,0.2727999985218048
1699911025.4643705,14,0.27379998564720154
1699911031.457351,15,0.2727000117301941
1699911037.5307577,16,0.27250000834465027
1699911043.4766488,17,0.27059999108314514
1699911049.4862125,18,0.27399998903274536
1699911055.6138299,19,0.2736000120639801
1699911061.8943014,20,0.2711000144481659
1699911068.0392253,21,0.2720000147819519
1699911074.1148627,22,0.27469998598098755
1699911080.1886694,23,0.2745000123977661
1699911086.275397,24,0.2718999981880188
1699911092.321234,25,0.27219998836517334
1699911098.47512,26,0.27300000190734863
1699911104.5389092,27,0.27379998564720154
1699911110.6914737,28,0.27469998598098755
1699911116.8041193,29,0.27390000224113464
1699911122.9157617,30,0.2728999853134155
1699911129.0593386,31,0.2709999978542328
1699911135.0592973,32,0.2727999985218048
1699911141.1839237,33,0.2736000120639801
1699911147.2497067,34,0.274399995803833
1699911153.4142268,35,0.2736999988555908
1699911159.472032,36,0.2728999853134155
1699911165.5916731,37,0.27160000801086426
1699911171.6943586,38,0.2745000123977661
1699911177.702297,39,0.2718999981880188
1699911184.0141375,40,0.2734000086784363
1699911190.0373046,41,0.2736999988555908
1699911196.1860242,42,0.2727999985218048
1699911202.349034,43,0.2736000120639801
1699911208.432769,44,0.2721000015735626
1699911214.5773432,45,0.27219998836517334
1699911220.5710094,46,0.271699994802475
1699911226.6557424,47,0.2734000086784363
1699911232.6916065,48,0.2736999988555908
1699911238.6767673,49,0.273499995470047
1699911244.896655,50,0.2720000147819519
