Wall time,Step,Value
1699911931.9310844,1,0.29600000381469727
1699911937.7556486,2,0.31850001215934753
1699911943.6628563,3,0.33809998631477356
1699911949.5700905,4,0.3467000126838684
1699911955.6986818,5,0.3546000123023987
1699911961.6334815,6,0.3594000041484833
1699911967.5486684,7,0.36660000681877136
1699911973.3790812,8,0.36579999327659607
1699911979.3222237,9,0.37049999833106995
1699911985.2783008,10,0.37470000982284546
1699911991.1954827,11,0.3779999911785126
1699911997.4406533,12,0.37869998812675476
1699912003.3877544,13,0.38370001316070557
1699912009.2409549,14,0.38530001044273376
1699912015.1405165,15,0.3856000006198883
1699912021.0315511,16,0.38929998874664307
1699912026.9726703,17,0.3912999927997589
1699912032.904814,18,0.3910999894142151
1699912038.8177977,19,0.39239999651908875
1699912044.7489417,20,0.3950999975204468
1699912050.5689359,21,0.39399999380111694
1699912056.4023411,22,0.3961000144481659
1699912062.2935927,23,0.3977999985218048
1699912068.1758661,24,0.399399995803833
1699912074.138926,25,0.39980000257492065
1699912080.1344075,26,0.4016000032424927
1699912085.994741,27,0.39910000562667847
1699912091.767308,28,0.400299996137619
1699912097.708427,29,0.40400001406669617
1699912104.209047,30,0.40299999713897705
1699912110.458759,31,0.40450000762939453
1699912117.173805,32,0.40529999136924744
1699912123.1897223,33,0.40709999203681946
1699912129.1258528,34,0.4097000062465668
1699912134.9413066,35,0.4097999930381775
1699912140.817596,36,0.41100001335144043
1699912146.7277997,37,0.4092000126838684
1699912152.6180484,38,0.41200000047683716
1699912158.8174767,39,0.412200003862381
1699912164.759591,40,0.4115999937057495
1699912170.7729173,41,0.41359999775886536
1699912176.7050588,42,0.413100004196167
1699912182.5446243,43,0.41370001435279846
1699912188.350475,44,0.41519999504089355
1699912194.1779096,45,0.41499999165534973
1699912199.990357,46,0.4154999852180481
1699912205.8851082,47,0.41370001435279846
1699912211.7913184,48,0.4165000021457672
1699912217.6656146,49,0.4163999855518341
1699912223.851832,50,0.4187000095844269
